0,1,2,3,4,5,6,7,8,9
-1.35244642712087,-1.0717978373431285,-1.8578760019681373,-0.6090189902511146,-4.063392130768157,0.38727005150464777,0.589268807117815,-0.23846620715617753,0.8829154197297866,11.996012260410533
-0.7452952437220661,-2.4814845344094123,-3.514829929803692,-0.6542834762334635,-4.286734740856532,-8.901105059544843,-0.639644496358019,-0.031032110205771356,-2.217807233674552,-1.0584949753927277
-0.9259235833275462,-2.4903241517509143,-3.143992550862048,0.10559607261828582,-5.649335529567717,-7.1648721826415525,0.6504259735778677,0.16266821466374173,-2.0327351743067874,-2.7832757653019247
-0.8556040074161444,-2.2455843267771014,-3.6820633912291765,-0.7367226350580556,-6.461559046075006,-8.073101384315102,-0.29093477404406565,-0.1355036244522194,-1.906425927935521,-0.5620192712398505
-0.33534037505972847,-2.5655142724471913,-5.016558618993339,-0.8347401969472839,-5.660391553770295,-3.6977998101969427,-1.6570174982568897,-0.051557481504819376,-4.0205994055135195,-3.0558504110223628
-0.9363071391001174,-1.5665968592416706,-4.149324642674297,0.9696510125284409,-1.2524339747519695,0.33450663092388433,0.9996075417776292,-0.9104437595062618,-3.909365822423279,-1.8888865272633062
-0.5920153500659748,-2.488226216155299,-4.006917063677985,0.10028008712994708,-1.4800660696370012,-1.830404712068268,-0.7583582152814741,0.0978712879968816,-2.0917732703196776,-3.5107106635778997
-1.2661614951650433,-1.4023582130474992,-3.291131889125168,-0.21105849160395065,-2.5540105647645195,-4.111670265916537,0.22893139073176447,-1.0803767148502248,-4.3818641852476965,9.504046011503002
-0.6475735187714775,-2.283391440169437,-3.99565149923063,-0.7517406576515103,-4.630833438288851,-9.551056996737453,-0.3747201727880079,0.11430899968418497,-3.3439244848164966,0.5899850045146665
-1.3562448914843106,2.691992984099961,-0.4781901640559534,0.31237467586745254,-0.9995989627633804,1.556961986099353,4.748089969892758,-1.437052663796002,-3.421224208056811,16.90638769653371
-1.5289541084113045,-1.7596022293049323,-2.2641916001495463,-0.24183187000604145,-2.7707205369703574,0.19952950822928314,-2.170428684233094,-1.3237538100171156,-4.682061092005762,13.66008257699603
-1.0550921717348098,-1.7109416164555058,-3.9590965619297886,-0.27953992709780495,-3.2186138741695594,-3.130754912187136,-0.10602848633058146,-1.1160214183330244,-4.93534403035156,7.824839981375239
-1.353923459045836,-1.5392808439012748,-3.2928687881969156,-0.0914279985962524,-2.251126287212572,-1.4620786375550585,0.25938361914229763,-1.2822411558013125,-4.085123485558914,9.593311712999
-0.9805791235076853,-1.5663043535967054,-2.577595647441984,-0.5313718203469805,-0.6191613301601413,-0.42806893224286946,-1.346482302354982,-0.9377911096142485,-5.153740215206226,8.697124534934213
-1.0225900193698751,-1.8110437591185695,-3.753315784861545,-0.33271022259880134,-3.378187358662877,-2.5916466296769167,0.22554504838127903,-1.2966847579872953,-4.642544644875042,7.333614697974994
-1.3800196433892467,-1.435633910895586,-2.57489209636061,-0.20073218401881066,-2.099579453433199,-1.2203808263841394,0.511732693510808,-1.2670945497026795,-3.899902471138718,9.66604478837609
-1.1751890141501042,-1.8238146499726318,-4.709434012210236,-1.9509233592620414,2.0152982153747647,-3.0106449847780117,10.523373160468816,-0.8950947647066771,-5.131941423723433,12.285546156629247
-0.8259667197987597,-2.5893477280216532,-2.929510972778274,-0.3402137490993829,-5.465045821443582,-3.1137260879879958,-0.985657502335056,-0.5041349055856885,-0.7780985953895718,1.0250060571805053
-0.71015908150041,-2.7407833209037555,-2.7991380343887498,-0.45427308146530043,-7.621884489123763,-2.083673381855086,-1.3314377613913086,-0.4256028868793644,-1.115329578192962,-0.40797006682580345
-0.9824860866564229,3.5922895962082917,-2.482985872313961,-0.5478239055078059,-1.3140276686243193,3.7833477797819017,5.207121408943069,-1.6619152504851729,-2.3855763824891603,17.123101803414176
